identifier_Id,lot_lotnum,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_subdname,area_taxcodearea,address_line1,address_locality,address_postal2,address_postal3,location_accuracy,location_geoIdV4_CO,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propIndicator,utilities_coolingtype,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplcind,building_interior_fplctype,building_construction_constructiontype,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_viewCode,sale_amount_saletranstype,sale_amount_saleamt,sale_calculation_pricepersizeunit
1695620,4,0.1492195,6500,NO POOL,13.0,CENTURY WEST,150,5201 TEN SLEEP DR,CHEYENNE,4943,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,YES,FORCED AIR,962,2290,962,962,LIVING SQFT,962,2,2.0,816.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Attached",512.0,2.0,"Garage, Attached",BI-LEVEL,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,330687.0,343.75
1695621,7,0.1515152,6600,,12.0,CENTURY WEST,150,5110 KING ARTHUR WAY,CHEYENNE,4909,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1416,2748,1416,1416,LIVING SQFT,1416,2,2.0,828.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Attached",504.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,209500.0,147.95
1695622,5,0.0459137,2000,NO POOL,1.0,BBP ADDITION,150,4958 KING ARTHUR WAY,CHEYENNE,5032,C030,Rooftop,16856031afb1b236f0d628bb802eac71,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1979,10,,FORCED AIR,1000,1400,1000,1000,LIVING SQFT,1000,2,2.0,460.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE,BRICK/STONE (BRICK AND/OR STONE),"Garage, Attached",400.0,2.0,"Garage, Attached",TOWNHOUSE,MISCELLANEOUS,MISCELLANEOUS,2,LOW,MISCELLANEOUS,0,Resale,182876.0,182.88
1695623,11,0.1732782,7548,NO POOL,7.0,CENTURY WEST,150,2304 APACHE ST,CHEYENNE,5030,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1976,10,YES,FORCED AIR,1056,2596,1056,1056,LIVING SQFT,1056,3,3.0,1056.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",484.0,2.0,"Garage, Attached",BI-LEVEL,CONVENTIONAL HOUSE,HOUSE,1,LOW,CONVENTIONAL HOUSE,0,Resale,187445.0,177.5
1695625,8,0.2500918,10894,NO POOL,11.0,CENTURY WEST,150,5144 KING ARTHUR WAY,CHEYENNE,4906,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1160,3332,1160,1160,LIVING SQFT,1160,2,2.0,1160.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",1012.0,4.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,204052.0,175.91
1695626,9,0.3263315,14215,NO POOL,11.0,CENTURY WEST,150,5148 KING ARTHUR WAY,CHEYENNE,4906,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1387,3027,1387,1387,LIVING SQFT,1387,3,3.0,1088.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Built-in",552.0,2.0,"Garage, Built-in",BI-LEVEL,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,125000.0,90.12
1695627,1,0.1240129,5402,NO POOL,8.0,BBP ADDITION,150,94 CLOVER CT,CHEYENNE,5082,C030,Rooftop,16856031afb1b236f0d628bb802eac71,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1980,10,WALL UNIT,FORCED AIR,960,1840,960,960,LIVING SQFT,960,1,2.0,440.0,,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE,BRICK/STONE (BRICK AND/OR STONE),"Garage, Attached",440.0,2.0,"Garage, Attached",TOWNHOUSE,MISCELLANEOUS,MISCELLANEOUS,2,LOW,MISCELLANEOUS,0,Resale,240404.0,250.42
1695628,8,0.1836088,7998,NO POOL,12.0,CENTURY WEST,150,5100 TEN SLEEP DR,CHEYENNE,4939,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,YES,FORCED AIR,1168,2728,1168,1168,LIVING SQFT,1168,3,3.0,1056.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Attached",504.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,225000.0,192.64
1695629,10,0.1612029,7022,NO POOL,12.0,CENTURY WEST,150,5120 TEN SLEEP DR,CHEYENNE,4939,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,962,2290,962,962,LIVING SQFT,962,2,2.0,816.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE/HIP,ALUMINUM/VINYL,"Garage, Attached",512.0,2.0,"Garage, Attached",BI-LEVEL,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,,,
1695630,5,0.1492195,6500,NO POOL,13.0,CENTURY WEST,150,5141 TEN SLEEP DR,CHEYENNE,4938,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1380,2260,1380,1380,LIVING SQFT,1380,2,3.0,440.0,,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Built-in",440.0,2.0,"Garage, Built-in",SPLIT LEVEL,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,0,Nominal/Quit Claim,,
1695631,6,0.1524564,6641,NO POOL,13.0,CENTURY WEST,150,5131 TEN SLEEP DR,CHEYENNE,4938,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1312,2608,1312,1312,LIVING SQFT,1312,2,2.0,792.0,,,,FRAME,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Attached",504.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Nominal/Quit Claim,,
1695632,7,0.1609045,7009,NO POOL,13.0,CENTURY WEST,150,5121 TEN SLEEP DR,CHEYENNE,4938,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1138,2464,1138,1138,LIVING SQFT,1138,3,3.0,798.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Built-in",528.0,2.0,"Garage, Built-in",BI-LEVEL,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,298275.0,262.1
1695633,"7,8",0.1546373,6736,NO POOL,13.0,CENTURY WEST,150,5111 TEN SLEEP DR,CHEYENNE,4938,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1368,1808,1368,1368,LIVING SQFT,1368,2,3.0,,,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Built-in",440.0,2.0,"Garage, Built-in",SPLIT LEVEL,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,0,,,
1695634,9,0.231405,10080,NO POOL,13.0,CENTURY WEST,150,5101 TEN SLEEP DR,CHEYENNE,4938,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1616,2892,1616,1616,LIVING SQFT,1616,3,3.0,792.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE/HIP,ALUMINUM/VINYL,"Garage, Attached",484.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Nominal/Quit Claim,,
1695635,11,0.1492195,6500,NO POOL,12.0,CENTURY WEST,150,5200 TEN SLEEP DR,CHEYENNE,4958,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,YES,FORCED AIR,1584,2696,1584,1584,LIVING SQFT,1584,3,4.0,672.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",440.0,2.0,"Garage, Attached",,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,0,,,
1695636,12,0.1492195,6500,NO POOL,12.0,CENTURY WEST,150,5210 TEN SLEEP DR,CHEYENNE,4958,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,YES,FORCED AIR,1416,2748,1416,1416,LIVING SQFT,1416,3,3.0,828.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Attached",504.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,455625.0,321.77
1695637,13,0.1492195,6500,NO POOL,12.0,CENTURY WEST,150,5220 TEN SLEEP DR,CHEYENNE,4958,C030,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1978,10,,FORCED AIR,1138,2464,1138,1138,LIVING SQFT,1138,3,3.0,842.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE/HIP,WOOD,"Garage, Built-in",484.0,2.0,"Garage, Built-in",BI-LEVEL,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,249287.0,219.06
2082662,16,0.0424702,1850,NO POOL,1.0,REDWOOD VILLA,150,5011 E VILLA CIR,CHEYENNE,4789,C043,Rooftop,16856031afb1b236f0d628bb802eac71,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1992,10,YES,FORCED AIR,1256,2216,1256,1256,LIVING SQFT,1256,2,3.0,720.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",240.0,1.0,"Garage, Attached",TOWNHOUSE,MISCELLANEOUS,MISCELLANEOUS,2,AVERAGE,MISCELLANEOUS,0,Resale,172873.0,137.64
2082663,4,0.2099174,9144,NO POOL,4.0,YELLOWSTONE ADDITION,150,237 CARROLL AVE,CHEYENNE,4726,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1956,10,,FORCED AIR,864,1728,864,864,LIVING SQFT,864,2,2.0,864.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Detached",864.0,3.0,"Garage, Detached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,,,
2082664,27,0.1521809,6629,NO POOL,3.0,SPRING VALLEY ADDITION,150,5521 TOWNSEND PL,CHEYENNE,3746,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1984,10,YES,FORCED AIR,1320,2594,1320,1320,LIVING SQFT,1320,3,3.0,744.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Built-in",530.0,2.0,"Garage, Built-in",BI-LEVEL,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,360606.0,273.19
2082665,5,0.2098944,9143,NO POOL,3.0,YELLOWSTONE ADDITION,150,127 CARROLL AVE,CHEYENNE,4728,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1961,10,YES,FORCED AIR,1455,2489,1455,1455,LIVING SQFT,1455,2,2.0,660.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,HIP,BRICK/STONE (BRICK AND/OR STONE),"Garage, Attached",374.0,1.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,,,
2082667,5,0.0406336,1770,NO POOL,,WESTGATE VILLAGE,150,208 LAKESHORE DR,CHEYENNE,4006,C046,Rooftop,16856031afb1b236f0d628bb802eac71,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1978,10,YES,FORCED AIR,1293,3092,1293,1293,LIVING SQFT,1293,2,3.0,1293.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",506.0,2.0,"Garage, Attached",TOWNHOUSE,MISCELLANEOUS,MISCELLANEOUS,1,AVERAGE,MISCELLANEOUS,0,Resale,356250.0,275.52
2082668,12,0.1763085,7680,NO POOL,3.0,REDMOND ADDITION,150,5110 REDMOND RD,CHEYENNE,4739,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1959,10,,FORCED AIR,960,1920,960,960,LIVING SQFT,960,2,2.0,960.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Detached",700.0,2.0,"Garage, Detached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,LOW,CONVENTIONAL HOUSE,0,Resale,305834.0,318.58
2082669,3,0.2199954,9583,NO POOL,1.0,FAIRWAY ADDITION,150,320 MANEWAL DR,CHEYENNE,4003,C046,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1958,10,,FORCED AIR,960,1408,960,960,LIVING SQFT,960,1,1.0,,,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",448.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,LOW,CONVENTIONAL HOUSE,0,Resale,,
2082670,1,0.0987374,4301,NO POOL,1.0,REDWOOD VILLA,150,5002 W VILLA CIR,CHEYENNE,4786,C043,Rooftop,16856031afb1b236f0d628bb802eac71,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1985,10,YES,FORCED AIR,1396,2608,1396,1396,LIVING SQFT,1396,3,3.0,708.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",504.0,2.0,"Garage, Attached",TOWNHOUSE,MISCELLANEOUS,MISCELLANEOUS,2,AVERAGE,MISCELLANEOUS,0,Resale,163000.0,116.76
2082671,19,0.1591598,6933,NO POOL,1.0,SPRING VALLEY ADDITION,150,5409 FREDERICK DR,CHEYENNE,4116,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1959,10,YES,FORCED AIR,1755,3135,1755,1755,LIVING SQFT,1755,3,3.0,1380.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,HIP,BRICK/STONE (BRICK AND/OR STONE),"Garage, Detached",416.0,2.0,"Garage, Detached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,200000.0,113.96
2082672,21,0.1721763,7500,NO POOL,1.0,WESTGATE ADDITION,150,201 CRESTLINE AVE,CHEYENNE,4087,C046,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1992,10,YES,FORCED AIR,2016,2792,2016,2016,LIVING SQFT,2016,3,3.0,280.0,,,,FRAME,CONCRETE                     ,GABLE,ALUMINUM/VINYL,"Garage, Built-in",496.0,2.0,"Garage, Built-in",SPLIT LEVEL,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,0,Resale,377500.0,187.25
2082673,13,0.0424013,1847,NO POOL,,WESTGATE VILLAGE,150,5432 MEADOWBROOK DR,CHEYENNE,4022,C046,Rooftop,16856031afb1b236f0d628bb802eac71,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1980,10,YES,FORCED AIR,1301,3092,1301,1301,LIVING SQFT,1301,2,3.0,1293.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",506.0,2.0,"Garage, Attached",TOWNHOUSE,MISCELLANEOUS,MISCELLANEOUS,1,AVERAGE,MISCELLANEOUS,0,Resale,,
2082674,"6,7",0.0677227,2950,NO POOL,1.0,GMS SUBDIVISION,150,5412 RYAN AVE,CHEYENNE,3744,C043,Rooftop,16856031afb1b236f0d628bb802eac71,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1995,10,YES,FORCED AIR,1636,2880,1636,1636,LIVING SQFT,1636,3,4.0,715.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Built-in",529.0,2.0,"Garage, Built-in",TOWNHOUSE,MISCELLANEOUS,MISCELLANEOUS,2,AVERAGE,MISCELLANEOUS,0,Resale,460750.0,281.63
2082675,10,0.044697,1947,NO POOL,,WESTGATE VILLAGE,150,219 CASCADE AVE,CHEYENNE,4025,C046,Rooftop,16856031afb1b236f0d628bb802eac71,TOWNHOUSE/ROWHOUSE,TOWNHOUSE,1979,10,YES,FORCED AIR,1937,3415,1937,1937,LIVING SQFT,1937,2,2.0,994.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Built-in",484.0,2.0,"Garage, Built-in",SPLIT LEVEL,MISCELLANEOUS,MISCELLANEOUS,2,AVERAGE,MISCELLANEOUS,0,Resale,332000.0,171.4
2082676,13,0.1893939,8250,NO POOL,1.0,YELLOWSTONE ADDITION,150,214 CARROLL AVE,CHEYENNE,4727,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1955,10,WALL UNIT,FORCED AIR,802,1890,802,802,LIVING SQFT,802,2,2.0,802.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,HIP,ALUMINUM/VINYL,"Garage, Attached",286.0,1.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,200063.0,249.46
2082677,14,0.2059229,8970,NO POOL,3.0,YELLOWSTONE ADDITION,150,128 DELL RANGE BLVD,CHEYENNE,4706,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1935,10,,FORCED AIR,1010,2260,1010,1010,LIVING SQFT,1010,2,2.0,1010.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE,STUCCO,"Garage, Attached",240.0,1.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,321335.0,318.15
2082678,16,0.2090909,9108,NO POOL,3.0,YELLOWSTONE ADDITION,150,138 DELL RANGE BLVD,CHEYENNE,4706,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1918,10,,FORCED AIR,1599,2739,1599,1599,LIVING SQFT,1599,1,2.0,1140.0,FINISHED,Y,YES,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Detached",336.0,1.0,"Garage, Detached",,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,0,,,
2082679,12-14,0.2512856,10946,NO POOL,3.0,YELLOWSTONE ADDITION,150,120 DELL RANGE BLVD,CHEYENNE,4706,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1955,10,,FORCED AIR,1996,2700,1996,1996,LIVING SQFT,1996,2,2.0,,,Y,YES,FRAME,URETHANE,GABLE,BRICK/STONE (BRICK AND/OR STONE),"Garage, Attached",704.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,181114.0,90.74
2082680,17,0.2090909,9108,NO POOL,3.0,YELLOWSTONE ADDITION,150,146 DELL RANGE BLVD,CHEYENNE,4706,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1965,10,,FORCED AIR,1008,2304,1008,1008,LIVING SQFT,1008,2,2.0,1008.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,HIP,ALUMINUM/VINYL,"Garage, Attached",288.0,1.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,,,
2082681,18,0.2089302,9101,NO POOL,3.0,YELLOWSTONE ADDITION,150,5000 SUNSET DR,CHEYENNE,4752,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1965,10,,FORCED AIR,1606,1894,1606,1606,LIVING SQFT,1606,2,2.0,,,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",288.0,1.0,"Garage, Attached",SPLIT LEVEL,CONVENTIONAL HOUSE,HOUSE,2,AVERAGE,CONVENTIONAL HOUSE,0,Resale,182250.0,113.48
2082682,1,0.2098944,9143,NO POOL,3.0,YELLOWSTONE ADDITION,150,149 CARROLL AVE,CHEYENNE,4728,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1959,10,,FORCED AIR,1139,2278,1139,1139,LIVING SQFT,1139,2,2.0,1139.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,HIP,BRICK/STONE (BRICK AND/OR STONE),"Garage, Detached",286.0,1.0,"Garage, Detached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,165500.0,145.3
2082683,2,0.2098944,9143,NO POOL,3.0,YELLOWSTONE ADDITION,150,145 CARROLL AVE,CHEYENNE,4728,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1959,10,,FORCED AIR,1128,2574,1128,1128,LIVING SQFT,1128,2,2.0,1128.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,BRICK/STONE (BRICK AND/OR STONE),"Garage, Attached",318.0,1.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,154688.0,137.13
2082685,3,0.2098944,9143,NO POOL,3.0,YELLOWSTONE ADDITION,150,137 CARROLL AVE,CHEYENNE,4728,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1959,10,,FORCED AIR,1173,2588,1173,1173,LIVING SQFT,1173,2,2.0,1173.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,BRICK/STONE (BRICK AND/OR STONE),"Garage, Attached",242.0,1.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,238500.0,203.32
2082686,4,0.2098944,9143,NO POOL,3.0,YELLOWSTONE ADDITION,150,131 CARROLL AVE,CHEYENNE,4728,C043,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1960,10,,FORCED AIR,1218,2722,1218,1218,LIVING SQFT,1218,2,2.0,1218.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,BRICK/STONE (BRICK AND/OR STONE),"Garage, Attached",286.0,1.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,,
2258323,4,4.18,182081,,5.0,CHERRY HILLS OF CHEYENNE,117,4283 CHERRY WINE DR,CHEYENNE,8104,R012,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,2003,10,YES,FORCED AIR,1485,3559,1485,1485,LIVING SQFT,1485,3,3.0,1435.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",651.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,246250.0,165.82
2258324,,2.2,95832,NO POOL,,MESA TRACTS,117,9329 BLUE MESA RD,CHEYENNE,8405,R012,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1995,10,YES,FORCED AIR,1297,3271,1297,1297,LIVING SQFT,1297,3,3.0,1267.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",707.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,FAIR,CONVENTIONAL HOUSE,0,Resale,228750.0,176.37
2258325,5,5.95,259182,NO POOL,7.0,CHERRY HILLS OF CHEYENNE,117,9701 CHERRY WOOD LN,CHEYENNE,9477,R012,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,1998,10,,FORCED AIR,1612,3829,1612,1612,LIVING SQFT,1612,3,3.0,1596.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,WOOD,"Garage, Attached",621.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,356250.0,221.0
2258326,2,5.0,217800,,8.0,CHERRY HILLS OF CHEYENNE,117,10663 CHOKE CHERRY RD,CHEYENNE,9752,R012,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,2005,10,YES,FORCED AIR,1676,3856,1676,1676,LIVING SQFT,1676,2,2.0,1676.0,,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,Mixed,360.0,3.0,Mixed,RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,305000.0,181.98
2258327,7,4.86,211702,NO POOL,5.0,CHERRY HILLS OF CHEYENNE,117,11191 CHERRY WOOD LN,CHEYENNE,8110,R012,Rooftop,16856031afb1b236f0d628bb802eac71,SFR,SINGLE FAMILY RESIDENCE,2004,10,YES,FORCED AIR,1660,3826,1660,1660,LIVING SQFT,1660,3,3.0,1660.0,FINISHED,,,FRAME,COMPOSITION SHINGLE,GABLE,ALUMINUM/VINYL,"Garage, Attached",506.0,2.0,"Garage, Attached",RANCH,CONVENTIONAL HOUSE,HOUSE,1,AVERAGE,CONVENTIONAL HOUSE,0,Resale,325000.0,195.78
